course_code,hard_prereq,concurrent_with,min_standing
DGMD 4860,none,,0.0
DGMD 4931,DGMD 2205;DGMD 2335,,0.0
DGMD 4953,DGMD 2205,,0.0
DGMD 4961,DGMD 2205;DGMD 2335,,0.0
DGMD 4995,none,,0.0
DGMD 4999,none,,0.0
DGMD 5260,none,,0.0
DGMD 5345,none,,0.0
DGMD 5700,none,,0.0
DGMD 5800,none,,0.0
DGMD 5810,none,,0.0
DGMD 5845,none,,0.0
DGMD 5850,none,,0.0
DGMD 5931,none,,0.0
ECON 1001,none,,0.0
ECON 1103,none,,0.0
ECON 1103H,none,,0.0
ECON 1104,ECON 1103,,0.0
ECON 1104H,ECON 1103,,0.0
ECON 1930,none,,0.0
ECON 3003,ECON 1103;ECON 1104;MATH 1400,,0.0
ECON 3004,ECON 1103;ECON 1104;MATH 1400,,0.0
ECON 3042,ECON 1103;ECON 1104,,0.0
ECON 3399,ECON 3004,,0.0
ECON 3986,ECON 3003,,0.0
ECON 4005,ECON 1103;ECON 1104,,0.0
ECON 4006,ECON 1103;ECON 1104,,0.0
ECON 4008,ECON 1103;ECON 1104,,0.0
ECON 4010,ECON 1103;ECON 1104;ECON 3003,,0.0
ECON 4012,ECON 1103;ECON 1104,,0.0
ECON 4016,ECON 1103;ECON 1104,,0.0
ECON 4020,ECON 1103;ECON 1104,,0.0
ECON 4022,ECON 1103;ECON 1104,,0.0
ECON 4025,ECON 1103;ECON 1104,,0.0
ECON 4030,ECON 1103;ECON 1104,,0.0
ECON 4040,ECON 1103;ECON 1104,,0.0
ECON 4044,ECON 1103;ECON 1104,,0.0
ECON 4045,ECON 1103;ECON 1104,,0.0
ECON 4046,ECON 1103;ECON 1104,,0.0
ECON 4047,ECON 1103;ECON 1104,,0.0
ECON 4060,ECON 3003;BUAD 1560 or MATH 1700 or MATH 4720,,0.0
ECON 4065,ECON 3003;MATH 1400;MATH 1410;MATH 1450;MATH 1451;MATH 1455 or MATH 2450,,0.0
ECON 4072,ECON 3003,,0.0
ECON 4080,ECON 3004,,0.0
ECON 4931,ECON 1103;ECON 1104,,3.0
ECON 4986,ECON 3986,,0.0
ECON 4989,ECON 3003,,0.0
ECON 4995,none,,0.0
ECON 5005,none,,0.0
ECON 5008,none,,0.0
ECON 5016,none,,0.0
ECON 5040,none,,0.0
ECON 5045,none,,0.0
ECON 5072,none,,0.0
ECON 5931,none,,0.0
ECON 6114,none,,0.0
ECON 6115,none,,0.0
ECON 6116,none,,0.0
ECON 6118,none,,0.0
ECON 6200,MBA 6050,,0.0
ECON 6503,none,,0.0
ECON 6504,none,,0.0
ECON 6506,none,,0.0
ECON 6510,none,,0.0
ECON 6512,none,,0.0
ECON 6520,none,,0.0
ECON 6522,none,,0.0
ECON 6544,none,,0.0
ECON 6546,none,,0.0
ECON 6560,none,,0.0
ECON 6561,none,,0.0
ECON 6580,none,,0.0
ECON 6931,none,,0.0
ECON 6986,none,,0.0
ECON 6987,none,,0.0
ECON 6988,ECON 6987,,0.0
ECON 6995,none,,0.0
ECON 6998,none,,0.0
ECON 9991,none,,0.0
ECON 9992,none,,0.0
ECON 9993,none,,0.0
ECONI 3040,none,,3.0
EDPL 6000,none,,0.0
EDPL 6050,none,,0.0
EDPL 6100,none,,0.0
EDPL 6130,none,,0.0
EDPL 6140,EDPL 6200,,0.0
EDPL 6150,none,,0.0
EDPL 6160,none,,0.0
EDPL 6200,none,,0.0
EDPL 6210,EDPL 6200,,0.0
EDPL 6250,none,,0.0
EDPL 6260,none,,0.0
EDPL 6300,none,,0.0
EDPL 6310,none,,0.0
EDPL 6330,none,,0.0
EDPL 6360,none,,0.0
EDPL 6370,none,,0.0
EDPL 6380,none,,0.0
EDPL 6400,EDPL 6000,,0.0
EDPL 6410,none,,0.0
EDPL 6420,none,,0.0
EDPL 6445,none,,0.0
EDPL 6450,none,,0.0
EDPL 6455,none,,0.0
EDPL 6460,none,,0.0
EDPL 6470,none,,0.0
EDPL 6480,none,,0.0
EDPL 6490,none,,0.0
EDPL 6500,none,,0.0
EDPL 6560,EDUC 6020;EDPL 6470,,0.0
EDPL 6570,EDPL 6970,,0.0
EDPL 6580,EDPL 6460;EDPL 6470,,0.0
EDPL 6670,none,,0.0
EDPL 6680,none,,0.0
EDPL 6700,none,,0.0
EDPL 6707,none,,0.0
EDPL 6712,none,,0.0
EDPL 6720,none,,0.0
EDPL 6730,none,,0.0
EDPL 6750,none,,0.0
EDPL 6800,none,,0.0
EDPL 6860,none,,0.0
EDPL 6870,none,,0.0
EDPL 6931,none,,0.0
EDPL 6953,none,,0.0
EDPL 6955,none,,0.0
EDPL 6965,none,,0.0
EDPL 6966,EDPL 6965,,0.0
EDPL 6970,EDPL 6560,,0.0
EDPL 6975,EDPL 6570,,0.0
EDPL 6980,none,,0.0
EDPL 6985,none,,0.0
EDPL 6995,none,,0.0
EDPL 6997,none,,0.0
EDPL 6999,none,,0.0
EDPL 8000,none,,0.0
EDPL 8010,none,,0.0
EDPL 8020,none,,0.0
EDPL 8030,none,,0.0
EDPL 8040,none,,0.0
EDPL 8050,none,,0.0
EDPL 8140,none,,0.0
EDPL 8150,none,,0.0
EDPL 8160,none,,0.0
EDPL 8200,none,,0.0
EDPL 8250,none,,0.0
EDPL 8260,none,,0.0
EDPL 8300,none,,0.0
EDPL 8310,none,,0.0
EDPL 8330,none,,0.0
EDPL 8360,none,,0.0
EDPL 8370,none,,0.0
EDPL 8445,none,,0.0
EDPL 8450,none,,0.0
EDPL 8455,none,,0.0
EDPL 8700,none,,0.0
EDPL 8707,none,,0.0
EDPL 8710,none,,0.0
EDPL 8712,none,,0.0
EDPL 8715,EDPL 8710,,0.0
EDPL 8720,EDPL 8710;EDPL 8715,,0.0
EDPL 8730,none,,0.0
EDPL 8800,none,,0.0
EDPL 8860,none,,0.0
EDPL 8870,none,,0.0
EDPL 8880,none,,0.0
EDPL 8953,none,,0.0
EDPL 8955,none,,0.0
EDPL 8956,none,,0.0
EDPL 8959,EDPL 6450 or EDPL 8450,,0.0
EDPL 8960,none,,0.0
EDPL 8965,none,,0.0
EDPL 8995,none,,0.0
EDPL 8999,none,,0.0
EDPL 9970,none,,0.0
EDPL 9974,none,,0.0
EDPL 9975,none,,0.0
EDPL 9976,none,,0.0
EDPL 9977,none,,0.0
EDPL 9978,none,,0.0
EDPL 9979,none,,0.0
EDPL 9984,none,,0.0
EDPL 9985,none,,0.0
EDPL 9986,none,,0.0
EDPL 9987,none,,0.0
EDPL 9988,none,,0.0
EDPL 9989,none,,0.0
EDPL 9991,none,,0.0
EDPL 9992,none,,0.0
EDPL 9993,none,,0.0
EDPL 9994,none,,0.0
EDPL 9995,none,,0.0
EDPL 9996,none,,0.0
EDPL 9997,none,,0.0
EDPL 9998,none,,0.0
EDPL 9999,none,,0.0
EDUC 1000,none,,0.0
EDUC 1001,none,,0.0
EDUC 1200,none,,0.0
EDUC 1600,none,,0.0
EDUC 1800,none,,0.0
EDUC 2001,EDUC 1000,EDUC 1001 or PSYC 3101,0.0
EDUC 2002,none,EDUC 2001,0.0
EDUC 2330,EDUC 2001,,0.0
EDUC 3200,none,,0.0
EDUC 4000,none,,0.0
EDUC 4001,none,EDUC 2001,0.0
EDUC 4002,EDUC 4001;EDUC 5001;EDUC 4217;EDUC 5217,,0.0
EDUC 4003,EDUC 2001,,0.0
EDUC 4004,EDUC 4001;EDUC 5001;EDUC 4217;EDUC 5217,,0.0
EDUC 4007,EDUC 2001,,3.0
EDUC 4017,EDUC 2001,,3.0
EDUC 4027,EDUC 2001,,3.0
EDUC 4037,EDUC 2001,,0.0
EDUC 4047,EDUC 2001,,0.0
EDUC 4067,none,,0.0
EDUC 4100,none,,0.0
EDUC 4200,none,,0.0
EDUC 4217,none,EDUC 1001 or PSYC 3101,0.0
EDUC 4230,none,,0.0
EDUC 4277,EDUC 2001,,0.0
EDUC 4307,EDUC 2001,,0.0
EDUC 4327,EDUC 2001,,0.0
EDUC 4337,EDUC 2001,,0.0
EDUC 4357,EDUC 2001,,0.0
EDUC 4365,EDUC 2001,,0.0
EDUC 4367,EDUC 2001,,0.0
EDUC 4540,PHIL 1001,,2.0
EDUC 4600,EDUC 1000 or LLAC 1001,,0.0
EDUC 4931,none,,0.0
EDUC 4964,EDUC 4307,,0.0
EDUC 4965,none,,0.0
EDUC 4966,none,,0.0
EDUC 4967,none,,0.0
EDUC 4969,none,,0.0
EDUC 4970,none,,0.0
EDUC 4986,none,,4.0
EDUC 4987,EDUC 4986,,4.0
EDUC 4995,none,,0.0
EDUC 5000,none,,0.0
EDUC 5001,none,,0.0
EDUC 5002,EDUC 5001 or EDUC 5217,,0.0
EDUC 5003,none,,0.0
EDUC 5004,EDUC 4001;EDUC 5001;EDUC 4217;EDUC 5217,,0.0
EDUC 5007,none,,0.0
EDUC 5017,none,,0.0
EDUC 5027,none,,0.0
EDUC 5037,none,,0.0
EDUC 5047,none,,0.0
EDUC 5067,none,,0.0
EDUC 5100,none,,0.0
EDUC 5200,none,,0.0
EDUC 5217,none,,0.0
EDUC 5230,none,,0.0
EDUC 5277,none,,0.0
EDUC 5327,none,,0.0
EDUC 5337,none,,0.0
EDUC 5367,none,,0.0
EDUC 5540,none,,0.0
EDUC 5600,none,,0.0
EDUC 5931,none,,0.0
EDUC 5964,none,,0.0
EDUC 6000,none,,0.0
EDUC 6030,none,,0.0
EDUC 6040,none,,0.0
EDUC 6060,none,,0.0
EDUC 6070,none,,0.0
EDUC 6080,none,,0.0
EDUC 6090,none,,0.0
EDUC 6340,none,,0.0
EDUC 6350,none,,0.0
EDUC 6360,none,,0.0
EDUC 6365,none,,0.0
EDUC 6370,none,,0.0
EDUC 6930,none,,0.0
EDUC 6965,EDUC 5297,,0.0
EDUC 6966,EDUC 5297,,0.0
EDUC 6971,none,,0.0
EDUC 6972,EDUC 6971,,0.0
EDUC 6973,EDUC 6972,,0.0
EDUC 6974,EDUC 6973,,0.0
EECE 1200,none,,0.0
EECE 1210,none,,0.0
EECE 1610,none,,0.0
EECE 2001,none,,0.0
EECE 2010,none,MATH 1451 or MATH 1455,0.0
EECE 2015,none,,0.0
EECE 2030,none,,2.0
EECE 2035,EECE 2010;EECE 2015;ELEN 2020 or COEN 2020,EECE 2030,0.0
EECE 3010,EECE 2010,,0.0
EECE 3015,EECE 2030;EECE 1610 or BIEN 1120,,0.0
EECE 4410,none,,4.0
EECE 4510,ELEN 3020 or BIEN 3300,,0.0
EECE 4520,ELEN 3020,,0.0
EECE 4530,ELEN 3020,,0.0
EECE 4740,EECE 2030;EECE 3015,,0.0
EECE 5090,none,,0.0
EECE 5100,none,,0.0
EECE 5110,none,,0.0
EECE 5130,none,,0.0
EECE 5150,none,,0.0
EECE 5190,none,,0.0
EECE 5210,none,,0.0
EECE 5220,none,,0.0
EECE 5230,none,,0.0
EECE 5240,none,,0.0
EECE 5250,none,,0.0
EECE 5290,none,,0.0
EECE 5310,none,,0.0
EECE 5320,none,,0.0
EECE 5390,none,,0.0
EECE 5410,none,,0.0
EECE 5430,none,,0.0
EECE 5440,none,,0.0
EECE 5460,none,,0.0
EECE 5490,none,,0.0
EECE 5510,none,,0.0
EECE 5520,none,,0.0
EECE 5530,none,,0.0
EECE 5550,none,,0.0
EECE 5560,none,,0.0
EECE 5565,none,,0.0
EECE 5570,none,,0.0
EECE 5590,none,,0.0
EECE 5610,COEN 2610,,0.0
EECE 5620,none,,0.0
EECE 5630,none,,0.0
EECE 5650,COSC 2010,,0.0
EECE 5690,none,,0.0
EECE 5710,none,,0.0
EECE 5730,none,,0.0
EECE 5740,none,,0.0
EECE 5790,none,,0.0
EECE 5800,none,,0.0
EECE 5820,none,,0.0
EECE 5830,none,,0.0
EECE 5840,none,,0.0
EECE 5850,COSC 2010;MATH 1450;MATH 2105,,0.0
EECE 5860,COSC 2010;MATH 1451,,0.0
EECE 5870,COSC 2010;MATH 1450;MATH 2105,,0.0
EECE 5890,none,,0.0
EECE 6010,MATH 2451,,0.0
EECE 6020,MATH 2451,,0.0
EECE 6090,none,,0.0
EECE 6092,none,,0.0
EECE 6094,none,,0.0
EECE 6110,EECE 3110,,0.0
EECE 6120,EECE 3120,,0.0
EECE 6130,ELEN 3120;MATH 2451,,0.0
EECE 6210,ELEN 3210;MATH 2451,,0.0
EECE 6220,ELEN 3210,,0.0
EECE 6230,MATH 2451,,0.0
EECE 6240,none,,0.0
EECE 6310,none,EECE 6010;MEEN 6101,0.0
EECE 6320,EECE 6010;EECE 6310,,0.0
EECE 6330,EECE 6010;EECE 6310,,0.0
EECE 6340,none,,0.0
EECE 6420,ELEN 3110,,0.0
EECE 6425,EECE 4410,,0.0
EECE 6430,ELEN 3110,,0.0
EECE 6450,ELEN 3020;ELEN 3110,,0.0
EECE 6510,EECE 5510;EECE 6020,,0.0
EECE 6520,EECE 5510,,0.0
EECE 6530,EECE 5510,,0.0
EECE 6540,none,,0.0
EECE 6560,none,,0.0
EECE 6570,EECE 6020,,0.0
EECE 6710,COEN 5710,,0.0
EECE 6810,EECE 5650,,0.0
EECE 6820,COSC 2010;MATH 1450;MATH 2105,,0.0
EECE 6822,EECE 6820,,0.0
EECE 6830,EECE 6020,,0.0
EECE 6840,MATH 1451,,0.0
EECE 6931,none,,0.0
EECE 6932,none,,0.0
EECE 6952,none,,0.0
EECE 6953,none,,0.0
EECE 6964,none,,0.0
EECE 6995,none,,0.0
EECE 6999,none,,0.0
EECE 8097,none,,0.0
EECE 8098,none,,0.0
EECE 8099,none,,0.0
EECE 8932,none,,0.0
EECE 8986,none,,0.0
EECE 8995,none,,0.0
EECE 8999,none,,0.0
EECE 9970,none,,0.0
EECE 9974,none,,0.0
EECE 9975,none,,0.0
EECE 9976,none,,0.0
EECE 9986,none,,0.0
EECE 9987,none,,0.0
EECE 9988,none,,0.0
EECE 9989,none,,0.0
EECE 9994,none,,0.0
EECE 9995,none,,0.0
EECE 9996,none,,0.0
EECE 9997,none,,0.0
EECE 9998,none,,0.0
EECE 9999,none,,0.0
ELEN 2020,EECE 2010,,0.0
ELEN 2040,EECE 2010;MATH 2450 or MATH 1455,,0.0
ELEN 3001,MATH 1451 or MATH 1455,,0.0
ELEN 3020,none,,0.0
ELEN 3025,EECE 3010;ELEN 2020;EECE 2015,,0.0
ELEN 3030,EECE 3010;ELEN 2020,,0.0
ELEN 3035,ELEN 3030;ELEN 3025;MATH 4720,,0.0
ELEN 3110,ELEN 2020;MATH 1455;PHYS 1004 or PHYS 1014,,0.0
ELEN 3120,ELEN 3110,,0.0
ELEN 3210,ELEN 3110,,0.0
ELEN 4090,none,,4.0
ELEN 4100,ELEN 3110,,0.0
ELEN 4110,ELEN 3120,,0.0
ELEN 4130,ELEN 3120 or ELEN 4100,,0.0
ELEN 4150,ELEN 3110,,0.0
ELEN 4190,none,,4.0
ELEN 4210,ELEN 2020;ELEN 3110;ELEN 3210,,0.0
ELEN 4220,EECE 3010;ELEN 3020,,0.0
ELEN 4230,ELEN 2020;ELEN 3020,,0.0
ELEN 4240,ELEN 2020;ELEN 3110;ELEN 3210,,0.0
ELEN 4250,ELEN 2020;ELEN 3110,,0.0
ELEN 4290,none,,4.0
ELEN 4310,ELEN 3020 or BIEN 3300,,0.0
ELEN 4320,ELEN 3020 or BIEN 3300,,0.0
ELEN 4390,none,,4.0
ELEN 4430,EECE 3010;ELEN 3110,,0.0
ELEN 4440,EECE 3010;ELEN 3110,,0.0
ELEN 4460,none,,4.0
ELEN 4490,none,,4.0
ELEN 4550,none,,4.0
ELEN 4560,BIEN 3300 or ELEN 3020,,0.0
ELEN 4565,MATH 4720;ELEN 3110,,4.0
ELEN 4570,ELEN 3020 or BIEN 3300;ELEN 3110,,0.0
ELEN 4590,none,,4.0
ELEN 4920,none,,3.0
ELEN 4995,none,,3.0
ELEN 4998,ELEN 4920,,0.0
ENDO 6000,none,,0.0
ENDO 6011,none,,0.0
ENDO 6012,none,,0.0
ENDO 6013,ENDO 6011,,0.0
ENDO 6301,none,,0.0
ENDO 6302,none,,0.0
ENDO 6303,none,,0.0
ENDO 6304,none,,0.0
ENDO 6371,none,,0.0
ENDO 6372,none,,0.0
ENDO 6373,none,,0.0
ENDO 6374,none,,0.0
ENEV 1952,none,,0.0
ENEV 2952,ENEV 1952,,0.0
ENEV 3952,ENEV 2952,,0.0
ENEV 4952,ENEV 3952,,0.0
ENEV 4995,none,,3.0
ENGL 1001,none,,0.0
ENGL 1002,ENGL 1001,,0.0
ENGL 2001,ENGL 1001 or HOPR 1955H,,0.0
ENGL 2010,ENGL 1001 or HOPR 1955H,,0.0
ENGL 2011,none,,0.0
ENGL 2012,ENGL 1001 or HOPR 1955H,,0.0
ENGL 2020,none,,0.0
ENGL 2030,none,,0.0
ENGL 3000,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3110,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3140,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3210,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3211,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3220,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3221,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3222,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3223,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3224,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3240,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3241,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3242,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3249,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3250,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3261,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3301,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3302,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3410,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3453,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3462,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3503,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3513,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3514,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3515,ENGL 1001;HOPR 1955H,,0.0
ENGL 3517,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3611,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3617,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3730,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3734,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3736,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3738,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3740,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3751,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3756,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3760,ENGL 1001;HOPR 1955,,0.0
ENGL 3761,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3762,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3765,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3766,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3775,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3780,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3785,ENGL 1001,,0.0
ENGL 3786,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3820,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3841,ENGL 1001 or HOPR 1955H,,0.0
ENGL 3860,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4000,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4120,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4130,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4170,ENGL 1001;HOPR 1955H,,0.0
ENGL 4220,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4221,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4230,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4250,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4260,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4270,ENGL 1001 or HOPR 1995H,,0.0
ENGL 4303,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4311,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4321,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4331,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4341,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4351,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4361,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4402,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4412,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4422,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4423,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4432,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4442,ENGL 1001;HOPR 1955H,,0.0
ENGL 4452,ENGL 1001;HOPR 1955H,,0.0
ENGL 4472,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4482,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4523,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4533,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4543,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4553,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4563,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4610,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4612,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4615,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4616,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4631,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4710,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4715,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4716,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4717,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4720,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4737,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4739,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4745,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4746,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4747,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4755,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4762,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4770,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4785,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4820,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4825,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4826,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4830,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4840,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4850,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4931,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4932,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4954,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4986,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4987,ENGL 1001 or HOPR 1955H,,0.0
ENGL 4988,none,,0.0
ENGL 4995,ENGL 1001;HOPR 1955H,,0.0
ENGL 4997,ENGL 1001 or HOPR 1955H;ENGL 3000,,0.0
ENGL 4999,ENGL 1001 or HOPR 1955H;ENGL 3000,,0.0
ENGL 4999H,ENGL 1001 or HOPR 1955H;ENGL 3000,,0.0
ENGL 5110,none,,0.0
ENGL 5120,none,,0.0
ENGL 5130,none,,0.0
ENGL 5170,none,,0.0
ENGL 5220,none,,0.0
ENGL 5221,none,,0.0
ENGL 5230,none,,0.0
ENGL 5250,none,,0.0
ENGL 5260,none,,0.0
ENGL 5303,none,,0.0
ENGL 5311,none,,0.0
ENGL 5321,none,,0.0
ENGL 5341,none,,0.0
ENGL 5351,none,,0.0
ENGL 5361,none,,0.0
ENGL 5402,none,,0.0
ENGL 5412,none,,0.0
ENGL 5420,none,,0.0
ENGL 5422,none,,0.0
ENGL 5423,none,,0.0
ENGL 5430,none,,0.0
ENGL 5432,none,,0.0
ENGL 5442,none,,0.0
ENGL 5452,none,,0.0
ENGL 5472,none,,0.0
ENGL 5482,none,,0.0
ENGL 5520,none,,0.0
ENGL 5533,none,,0.0
ENGL 5543,none,,0.0
ENGL 5550,none,,0.0
ENGL 5553,none,,0.0
ENGL 5563,none,,0.0
ENGL 5610,none,,0.0
ENGL 5612,none,,0.0
ENGL 5615,none,,0.0
ENGL 5616,none,,0.0
ENGL 5620,none,,0.0
ENGL 5710,none,,0.0
ENGL 5715,none,,0.0
ENGL 5716,none,,0.0
ENGL 5717,none,,0.0
ENGL 5737,none,,0.0
ENGL 5745,none,,0.0
ENGL 5746,none,,0.0
ENGL 5747,none,,0.0
ENGL 5750,none,,0.0
ENGL 5755,none,,0.0
ENGL 5762,none,,0.0
ENGL 5770,none,,0.0
ENGL 5785,none,,0.0
ENGL 5820,none,,0.0
ENGL 5825,none,,0.0
ENGL 5830,none,,0.0
ENGL 5840,none,,0.0
ENGL 5850,none,,0.0
ENGL 5931,none,,0.0
ENGL 5932,none,,0.0
ENGL 5953,none,,0.0
ENGL 5954,none,,0.0
ENGL 5988,none,,0.0
ENGL 5997,none,,0.0
ENGL 6200,none,,0.0
ENGL 6205,none,,0.0
ENGL 6210,none,,0.0
ENGL 6215,none,,0.0
ENGL 6220,none,,0.0
ENGL 6300,none,,0.0
ENGL 6400,none,,0.0
ENGL 6500,none,,0.0
ENGL 6600,none,,0.0
ENGL 6700,none,,0.0
ENGL 6710,none,,0.0
ENGL 6720,none,,0.0
ENGL 6730,none,,0.0
ENGL 6800,none,,0.0
ENGL 6810,none,,0.0
ENGL 6820,none,,0.0
ENGL 6830,none,,0.0
ENGL 6840,none,,0.0
ENGL 6931,none,,0.0
ENGL 6961,ENGL 6820,,0.0
ENGL 6965,none,,0.0
ENGL 6995,none,,0.0
ENGL 6998,none,,0.0
ENGL 6999,none,,0.0
ENGL 8310,none,,0.0
ENGL 8350,none,,0.0
ENGL 8370,none,,0.0
ENGL 8830,none,,0.0
ENGL 8932,none,,0.0
ENGL 8953,none,,0.0
ENGL 8995,none,,0.0
ENGL 8999,none,,0.0
ENGL 9970,none,,0.0
ENGL 9974,none,,0.0
ENGL 9975,none,,0.0
ENGL 9976,none,,0.0
ENGL 9984,none,,0.0
ENGL 9985,none,,0.0
ENGL 9986,none,,0.0
ENGL 9987,none,,0.0
ENGL 9988,none,,0.0
ENGL 9989,none,,0.0
ENGL 9997,none,,0.0
ENGL 9998,none,,0.0
ENGL 9999,none,,0.0
ENTP 3001,BUAD 1001,,0.0
ENTP 3080,ENTP 3001,,0.0
ENTP 3986,ENTP 3001,,0.0
ENTP 3990,ENTP 3001,,0.0
ENTP 4010,ENTP 3001,,0.0
ENTP 4020,ENTP 3001,,0.0
ENTP 4041,ENTP 3001,,0.0
ENTP 4931,ENTP 3001,,0.0
ENTP 4986,ENTP 3986,,0.0
ENTP 4989,ENTP 3001,,0.0
ENTP 4990,none,ENTP 3001,0.0
ENTP 4991,none,ENTP 3001,0.0
ENTP 4995,ENTP 3001,,0.0
ENTP 5931,none,,0.0
ENTP 6931,none,,0.0
ENTP 6995,none,,0.0
ESLP 1021,none,,0.0
ESLP 1025,none,ESLP 1021,0.0
ESLP 1031,none,,0.0
ESLP 1041,none,,0.0
ESLP 6021,none,,0.0
EXBU 6191,none,,0.0
EXBU 6500,none,,0.0
EXBU 6505,none,,0.0
EXBU 6510,none,,0.0
EXBU 6515,none,,0.0
